Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value
CHEMBL466026,,None,538.43,2,8.13,1r,CC(C)c1onc(COc2ccc(Cl)cc2)c1COc1ccc(/C=C/c2cccc(C(=O)O)c2)c(Cl)c1,EC50,'=',450,nM,6.35,,,UO_0000065,11.79,0.23,-1.78,7.76,0,CHEMBL974378,Agonist activity at human FXR assessed as SRC1 peptide interaction with receptor ligand binding domain by FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL1136905,1,Scientific Literature,Bioorg Med Chem Lett,2009,None,,,
CHEMBL466621,,None,588.94,2,9.5,1m,CC(C)c1onc(CSc2c(Cl)cccc2Cl)c1COc1ccc(/C=C/c2cccc(C(=O)O)c2)c(Cl)c1,EC50,'=',51,nM,7.29,,,UO_0000065,12.38,0.26,-2.21,10.05,0,CHEMBL974378,Agonist activity at human FXR assessed as SRC1 peptide interaction with receptor ligand binding domain by FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL1136905,1,Scientific Literature,Bioorg Med Chem Lett,2009,None,,,
CHEMBL517365,,None,532.42,2,8.87,1e,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(-c2ccc3cccc(C(=O)O)c3c2)cc1,EC50,'=',3300,nM,5.48,,,UO_0000065,,,,,0,CHEMBL984654,Agonist activity at FXR expressed in african green monkey CV1 cells by luciferase reporter transient transfection assay,F,BAO_0000219,cell-based format,None,None,None,CV-1,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL1155854,1,Scientific Literature,Bioorg Med Chem Lett,2008,CHEMBL3308033,,,
CHEMBL318457,,None,542.85,2,8.87,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1209058,,None,608.4,2,7.74,8,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(N(C)C(=O)c2cccc(C(=O)O)c2)c(C(F)(F)F)n1,EC50,'=',433,nM,6.36,,,UO_0000065,10.46,0.21,-1.38,6.02,0,CHEMBL1211229,Agonist activity at human GST-fused FXR LBD assessed as cofactor peptide interaction with receptor ligand binding domain by FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL1208782,1,Scientific Literature,Bioorg Med Chem Lett,2010,None,,,
CHEMBL1209059,,None,422.27,1,5.96,9,Cc1cc(OCc2c(-c3c(Cl)cccc3Cl)noc2C(C)C)ncc1[N+](=O)[O-],EC50,'=',89,nM,7.05,,,UO_0000065,16.7,0.34,1.09,7.72,0,CHEMBL1211229,Agonist activity at human GST-fused FXR LBD assessed as cofactor peptide interaction with receptor ligand binding domain by FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL1208782,1,Scientific Literature,Bioorg Med Chem Lett,2010,None,,,
CHEMBL1209110,,None,622.47,2,8.42,14,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(N(C)Cc2ccc(CCC(=O)O)cc2)c(C(F)(F)F)n1,EC50,'=',17,nM,7.77,,,UO_0000065,12.48,0.25,-0.65,8.76,0,CHEMBL1211229,Agonist activity at human GST-fused FXR LBD assessed as cofactor peptide interaction with receptor ligand binding domain by FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL1208782,1,Scientific Literature,Bioorg Med Chem Lett,2010,None,,,
CHEMBL1209111,,None,594.42,2,8.1,15,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(N(C)Cc2cccc(C(=O)O)c2)c(C(F)(F)F)n1,EC50,'=',12,nM,7.92,,,UO_0000065,13.33,0.27,-0.18,8.93,0,CHEMBL1211229,Agonist activity at human GST-fused FXR LBD assessed as cofactor peptide interaction with receptor ligand binding domain by FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL1208782,1,Scientific Literature,Bioorg Med Chem Lett,2010,None,,,
CHEMBL1209227,,None,560.87,2,7.73,27,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1cnc(N(C)Cc2ccc(C(=O)O)cc2)c(Cl)c1,EC50,'=',242,nM,6.62,,,UO_0000065,11.8,0.24,-1.11,7.46,0,CHEMBL1211229,Agonist activity at human GST-fused FXR LBD assessed as cofactor peptide interaction with receptor ligand binding domain by FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL1208782,1,Scientific Literature,Bioorg Med Chem Lett,2010,None,,,
CHEMBL1209108,,None,580.39,2,8.07,12,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(NCc2ccc(C(=O)O)cc2)c(C(F)(F)F)n1,EC50,'=',398,nM,6.4,,,UO_0000065,,,,,0,CHEMBL1211231,Agonist activity at human GST-fused FXR LBD expressed in HEK293 cells coexpressing GAL4-DNA bindig domain and pFRluc by mammalian one-hybrid assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL1208782,1,Scientific Literature,Bioorg Med Chem Lett,2010,CHEMBL3307715,,,
CHEMBL1209229,,None,592.4,2,8.39,33,CC(Nc1ccc(C(=O)O)cc1)c1ccc(OCc2c(-c3c(Cl)cccc3Cl)noc2C2CC2)nc1C(F)(F)F,EC50,'=',333,nM,6.48,,,UO_0000065,,,,,0,CHEMBL1211231,Agonist activity at human GST-fused FXR LBD expressed in HEK293 cells coexpressing GAL4-DNA bindig domain and pFRluc by mammalian one-hybrid assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL1208782,1,Scientific Literature,Bioorg Med Chem Lett,2010,CHEMBL3307715,,,
CHEMBL318457,,None,542.85,2,8.87,GW-4064,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(/C=C/c2cccc(C(=O)O)c2)c(Cl)c1,EC50,'=',35,nM,7.46,,,UO_0000065,,,,,0,CHEMBL1211231,Agonist activity at human GST-fused FXR LBD expressed in HEK293 cells coexpressing GAL4-DNA bindig domain and pFRluc by mammalian one-hybrid assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL1208782,1,Scientific Literature,Bioorg Med Chem Lett,2010,CHEMBL3307715,,,
CHEMBL1209060,,None,427.33,1,7.21,10,Cc1cc(OCc2c(-c3c(Cl)cccc3Cl)noc2C(C)C)nc2ccccc12,EC50,'=',878,nM,6.06,,,UO_0000065,,,,,0,CHEMBL1211233,Agonist activity at human full length FXR transfected in HEK293 cells coexpressing pTRexDest/pGL2promotor assessed as luciferase activity by direct reporter cellular assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL1208782,1,Scientific Literature,Bioorg Med Chem Lett,2010,CHEMBL3307715,,,
CHEMBL1209061,,None,445.27,1,7.07,11,Cc1cc(C(F)(F)F)cc(OCc2c(-c3c(Cl)cccc3Cl)noc2C(C)C)n1,EC50,,,,,,Not Active,,,,,,0,CHEMBL1211233,Agonist activity at human full length FXR transfected in HEK293 cells coexpressing pTRexDest/pGL2promotor assessed as luciferase activity by direct reporter cellular assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL1208782,1,Scientific Literature,Bioorg Med Chem Lett,2010,CHEMBL3307715,,,
CHEMBL3342086,,None,392.62,0,4.63,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1672452,,None,533.41,2,8.26,1g,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(-c2ccc3c(C(=O)O)nccc3c2)cc1,EC50,'=',190,nM,6.72,,,UO_0000065,,,,,0,CHEMBL1678689,Agonist activity at human FXR LBD iexpressed in monkey CV-1 cells assessed as transactivation of luciferase reporter gene expression,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CV-1,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL1671792,1,Scientific Literature,Bioorg Med Chem Lett,2011,CHEMBL3308033,,,
CHEMBL1668245,,None,553.99,2,7.1,7k,COc1cc(C(=O)O)ccc1NC(=O)[C@H](C1CCCCC1)n1c(-c2ccc(Cl)cc2)nc2cc(F)c(F)cc21,EC50,'=',10400,nM,4.98,,,UO_0000065,,,,,0,CHEMBL1670707,Agonist activity at Gal4-fused human FXR by luciferase reporter gene transactivation assay,F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL1667846,1,Scientific Literature,Bioorg Med Chem Lett,2011,None,,,
CHEMBL1668246,,None,537.99,2,7.02,7m,O=C(O)Cc1ccc(NC(=O)C(C2CCCCC2)n2c(-c3ccc(Cl)cc3)nc3cc(F)c(F)cc32)cc1,EC50,'=',4900,nM,5.31,,,UO_0000065,,,,,0,CHEMBL1670707,Agonist activity at Gal4-fused human FXR by luciferase reporter gene transactivation assay,F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL1667846,1,Scientific Literature,Bioorg Med Chem Lett,2011,None,,,
CHEMBL1668252,,None,561.03,2,5.68,7s,O=C(O)CO[C@H]1CC[C@H](NC(=O)[C@H](C2CCCCC2)n2c(-c3ccc(Cl)nc3)nc3cc(F)c(F)cc32)CC1,EC50,'=',9900,nM,5,,,UO_0000065,,,,,0,CHEMBL1670707,Agonist activity at Gal4-fused human FXR by luciferase reporter gene transactivation assay,F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL1667846,1,Scientific Literature,Bioorg Med Chem Lett,2011,None,,,
CHEMBL1835044,,None,521.4,2,8.2,1g,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(-c2ccc3c(C(=O)O)c[nH]c3c2)cc1,EC50,'=',20,nM,7.7,,,UO_0000065,14.77,0.29,-0.5,8.71,0,CHEMBL1839255,Agonist activity at human amino-terminal polyhistidine-tagged FXR alpha LBD (amino acids 237 to 472) assessed as cofactor peptide SRC-1 interaction with receptor ligand binding domain after 2 hrs by FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL1833944,1,Scientific Literature,Bioorg Med Chem Lett,2011,None,,,
CHEMBL103394,,None,522.43,2,8.53,7,Cc1cc(OCc2c(-c3c(Cl)cccc3Cl)noc2C(C)C)ccc1/C=C/c1cccc(C(=O)O)c1,EC50,'=',47,nM,7.33,,,UO_0000065,14.03,0.28,-1.2,10.1,0,CHEMBL681097,Ligand dependent recruitment of SRC1(676-700) peptide to human Farnesoid X-activated receptor by fluorescence resonance energy transfer assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL1133440,1,Scientific Literature,J Med Chem,2000,None,,,
CHEMBL402063,E-GUGGULSTERONE,None,312.45,0,4.64,1; GS,C/C=C1/C(=O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,EC50,'=',310,nM,6.51,,,UO_0000065,20.83,0.39,1.87,19.06,0,CHEMBL4374526,Noncompetitive antagonist activity at GST-tagged human FXR-LBD domain assessed as EC50 for OCA-induced biotinylated SRC-1 recruitment at 50 uM after 30 mins in presence of FXR agonist,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4639724,,None,550.44,2,8.09,16,CCn1c(-c2ccc(OCc3c(-c4c(Cl)cccc4Cl)noc3C(C)C)cc2)nc2ccc(C(=O)O)cc21,EC50,'=',19.3,nM,7.71,,,UO_0000065,14.02,0.28,-0.38,8.54,0,CHEMBL4624949,Agonist activity at GST-fused FXR-LBD (unknown origin) incubated with Fluorecein-SRC2-2 coactivator peptide as substrate by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4622925,1,Scientific Literature,Bioorg Med Chem,2020,None,,,
CHEMBL4632880,,None,564.47,2,8.65,18,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(-c2nc3ccc(C(=O)O)cc3n2C(C)C)cc1,EC50,'=',3.39,nM,8.47,,,UO_0000065,15,0.3,-0.18,9.37,0,CHEMBL4624950,Agonist activity at human FXR expressed in human HuH7 cells by luciferase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Huh-7,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4622925,1,Scientific Literature,Bioorg Med Chem,2020,CHEMBL3307515,,,
CHEMBL4642703,,None,636.55,2,9.79,36,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(-c2nc3ccc(C(=O)O)cc3n2CC2CCCCC2)c(F)c1,EC50,'=',7.8,nM,8.11,,,UO_0000065,12.74,0.25,-1.68,8.97,0,CHEMBL4624950,Agonist activity at human FXR expressed in human HuH7 cells by luciferase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Huh-7,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4622925,1,Scientific Literature,Bioorg Med Chem,2020,CHEMBL3307515,,,
CHEMBL240597,CHENODIOL,4,392.58,0,4.48,1 (CDCA),C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,EC50,'=',8660,nM,5.06,,,UO_0000065,12.9,0.25,0.58,6.51,0,CHEMBL682033,Effective concentration against Farnesoid X receptor (FXR),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL1135586,1,Scientific Literature,J Med Chem,2002,None,,,
CHEMBL240597,CHENODIOL,4,392.58,0,4.48,CDCA,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,EC50,'=',27000,nM,4.57,,,UO_0000065,,,,,0,CHEMBL892388,Agonistic activity at FXR in HEK293 cells by GAL4 transactivation activity,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL1147183,1,Scientific Literature,Bioorg Med Chem,2007,CHEMBL3307715,,,
CHEMBL193020,,None,465.59,1,7.07,18 (Fexarene),O=C(O)/C=C/c1cccc(N(Cc2ccc(/C=C/c3ccccc3)cc2)C(=O)C2CCCCC2)c1,EC50,'=',255000,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL829723,Activation of human farnesoid X receptor in FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL1145168,1,Scientific Literature,J Med Chem,2005,None,,,
CHEMBL1478,LITHOCHOLIC ACID,None,376.58,1,5.51,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL318457,,None,542.85,2,8.87,1a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3262947,,None,382.46,0,3.83,22,CC(C)(C)c1ccc(C(=O)Nc2ccccc2C(=O)NCCCC(=O)O)cc1,EC50,'=',2500,nM,5.6,,,UO_0000065,14.65,0.27,1.77,5.87,1,CHEMBL3396001,Transactivation of human FXR expressed in human HeLa cells incubated for 24 hrs by luciferase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL3393039,1,Scientific Literature,Bioorg Med Chem,2015,CHEMBL3308376,,,
CHEMBL4868516,,None,496.39,1,6.69,14,O=C(O)c1ccc(N2CCC3(C=C(c4c(-c5c(Cl)cccc5Cl)noc4C4CC4)C3)CC2)cn1,EC50,'=',342,nM,6.47,,,UO_0000065,13.03,0.26,-0.22,8.14,0,CHEMBL4825507,Agonist activity at Gal4-fused human FXR expressed in HEK293 cells incubated for overnight by Steady-Glo luciferase reporter gene based luminescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4823324,1,Scientific Literature,ACS Med Chem Lett,2021,None,,AGONIST,
CHEMBL371360,,None,457.53,1,5.46,35,COC(=O)/C=C/c1cccc(N(Cc2ccc(-c3ccc4c(c3)OCO4)cc2)C(=O)C(C)C)c1,EC50,'=',19,nM,7.72,,,UO_0000065,16.88,0.31,2.26,11.87,0,CHEMBL840248,Effective concentration against farnesoid X receptor (FXR),B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL1139569,1,Scientific Literature,Bioorg Med Chem Lett,2005,None,,,
CHEMBL371360,,None,457.53,1,5.46,35,COC(=O)/C=C/c1cccc(N(Cc2ccc(-c3ccc4c(c3)OCO4)cc2)C(=O)C(C)C)c1,EC50,'=',19.05,nM,7.72,,,UO_0000065,16.87,0.31,2.26,11.86,0,CHEMBL829146,Effective concentration against farnesoid X receptor (FXR),B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL1139569,1,Scientific Literature,Bioorg Med Chem Lett,2005,None,,,
CHEMBL1668242,,None,523.97,2,7.09,7f,O=C(O)c1cccc(NC(=O)C(C2CCCCC2)n2c(-c3ccc(Cl)cc3)nc3cc(F)c(F)cc32)c1,EC50,'=',10700,nM,4.97,,,UO_0000065,,,,,0,CHEMBL1670707,Agonist activity at Gal4-fused human FXR by luciferase reporter gene transactivation assay,F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL1667846,1,Scientific Literature,Bioorg Med Chem Lett,2011,None,,,
CHEMBL4634690,,None,539.46,2,7.9,23,Cc1cc(NCc2ccc(OCc3c(-c4c(Cl)cccc4Cl)noc3C(C)C)cc2)ccc1CC(=O)O,EC50,'=',1200,nM,5.92,,,UO_0000065,10.98,0.22,-1.98,7,0,CHEMBL4630517,Activation of human FXR LBD expressed in HEK293T cells assessed as induction of receptor activation incubated for 12 to 14 hrs by luciferase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK-293T,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4627415,1,Scientific Literature,J Med Chem,2020,CHEMBL3706569,,,
CHEMBL3138341,,None,449.68,1,5.14,7a,CC(C)OC(=O)NCC[C@@H](C)C1CC[C@H]2[C@@H]3[C@H](O)CC4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,EC50,'=',2500,nM,5.6,,,UO_0000065,,,,,0,CHEMBL854499,Binding affinity to FXR assessed as ligand-dependent SRC1 recruitment by FRET based co-activator assay,F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL1138887,1,Scientific Literature,J Med Chem,2006,None,,,
CHEMBL3138403,,None,435.65,0,4.75,6,CCOC(=O)NCC[C@@H](C)C1CC[C@H]2[C@@H]3[C@H](O)CC4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,EC50,'=',2720,nM,5.57,,,UO_0000065,,,,,1,CHEMBL854499,Binding affinity to FXR assessed as ligand-dependent SRC1 recruitment by FRET based co-activator assay,F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL1138887,1,Scientific Literature,J Med Chem,2006,None,,,
CHEMBL3138044,,None,363.59,0,3.96,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL270311,,None,376.58,1,5.51,16,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4CCCC[C@]4(C)[C@H]3CC[C@]12C,EC50,'=',1300,nM,5.89,,,UO_0000065,15.63,0.3,0.38,10.23,0,CHEMBL829871,Binding affinity for human Farnesoid X receptor in FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL1137212,1,Scientific Literature,J Med Chem,2004,None,,,
CHEMBL3138403,,None,435.65,0,4.75,27,CCOC(=O)NCC[C@@H](C)C1CC[C@H]2[C@@H]3[C@H](O)CC4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,EC50,'=',2720,nM,5.57,,,UO_0000065,12.78,0.25,0.82,7.06,0,CHEMBL829871,Binding affinity for human Farnesoid X receptor in FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL1137212,1,Scientific Literature,J Med Chem,2004,None,,,
CHEMBL270494,,None,388.64,1,7.17,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3746388,TERN-101,2,540.45,2,6.9,5; LY-2562175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4800066,,None,521.56,2,6.07,20,Cn1cc(C(=O)O)c2ccc(N3CCC(F)(COCc4c(-c5ccccc5F)noc4C4CC4)CC3)cc21,EC50,'=',1090,nM,5.96,,,UO_0000065,11.43,0.21,-0.11,7.39,0,CHEMBL4702898,Agonist activity at GST-tagged human FXR LBD assessed as induction of biotinylated coactivator SRC-1 peptide recruitment measured after 2 hrs by streptavidin-conjugated AlphaScreen assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4699528,1,Scientific Literature,J Med Chem,2020,None,TIME = 2.0 hr,AGONIST,
CHEMBL4778597,,None,587.57,2,6.83,25,Cn1cc(C(=O)O)c2ccc(N3CCC(F)(COCc4c(-c5ccc(OC(F)(F)F)cc5)noc4C4CC4)CC3)cc21,EC50,'=',3390,nM,5.47,,,UO_0000065,9.31,0.18,-1.36,6.08,0,CHEMBL4702898,Agonist activity at GST-tagged human FXR LBD assessed as induction of biotinylated coactivator SRC-1 peptide recruitment measured after 2 hrs by streptavidin-conjugated AlphaScreen assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4699528,1,Scientific Literature,J Med Chem,2020,None,TIME = 2.0 hr,AGONIST,
CHEMBL4747855,,None,635.61,2,7.62,42,O=C(O)c1cc(F)c2nc(N3C4CCC3CC(F)(COCc3c(-c5ccccc5OC(F)(F)F)noc3C3CC3)C4)sc2c1,EC50,'=',2520,nM,5.6,,,UO_0000065,8.81,0.17,-2.02,5.72,0,CHEMBL4702898,Agonist activity at GST-tagged human FXR LBD assessed as induction of biotinylated coactivator SRC-1 peptide recruitment measured after 2 hrs by streptavidin-conjugated AlphaScreen assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4699528,1,Scientific Literature,J Med Chem,2020,None,TIME = 2.0 hr,AGONIST,
CHEMBL4745499,,None,519.4,2,6.75,7,O=C(O)c1ccc(N2CCC(F)(COCc3c(-c4c(Cl)cccc4Cl)noc3C3CC3)CC2)cc1,EC50,'=',180,nM,6.75,,,UO_0000065,12.99,0.26,-0.01,8.9,0,CHEMBL4702899,Agonist activity at human FXR expressed in HEK293 cells measured after 18 hrs by steady-glo luciferase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4699528,1,Scientific Literature,J Med Chem,2020,None,TIME = 18.0 hr,AGONIST,
CHEMBL4763830,,None,587.57,2,6.83,23,Cn1cc(C(=O)O)c2ccc(N3CCC(F)(COCc4c(-c5ccccc5OC(F)(F)F)noc4C4CC4)CC3)cc21,EC50,'=',1.3,nM,8.89,,,UO_0000065,15.12,0.29,2.06,9.88,0,CHEMBL4702899,Agonist activity at human FXR expressed in HEK293 cells measured after 18 hrs by steady-glo luciferase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4699528,1,Scientific Literature,J Med Chem,2020,None,TIME = 18.0 hr,AGONIST,
CHEMBL4749142,,None,601.6,2,7.32,27,CCn1cc(C(=O)O)c2ccc(N3CCC(F)(COCc4c(-c5ccccc5OC(F)(F)F)noc4C4CC4)CC3)cc21,EC50,'=',1.5,nM,8.82,,,UO_0000065,14.67,0.28,1.5,9.81,0,CHEMBL4702899,Agonist activity at human FXR expressed in HEK293 cells measured after 18 hrs by steady-glo luciferase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4699528,1,Scientific Literature,J Med Chem,2020,None,TIME = 18.0 hr,AGONIST,
